Trajectory ID,SMILES,PSMILES,CONDUCTIVITY,log10_cond,fold
9623,CC(C)OC(=O)NC(CO*)C(C)OC(=O)*,CC(C)OC(=O)NC(CO[*])C(C)OC(=O)[*],5.71e-05,-4.243363891754152,0
9624,CC(CCOC(=O)*)S(=O)(=O)CCCO*,CC(CCOC(=O)[*])S(=O)(=O)CCCO[*],0.00011,-3.958607314841775,3
9626,CCC(N*)C(=O)NC(C)(C)CNC(=O)*,CCC(N[*])C(=O)NC(C)(C)CNC(=O)[*],6.07e-05,-4.2168113089247425,3
9627,CC(C)(CNC(=O)CCCN*)NC(=O)*,CC(C)(CNC(=O)CCCN[*])NC(=O)[*],3.93e-05,-4.405607449624573,2
9628,CC(C)CC(COC(=O)*)NC(=O)CO*,CC(C)CC(COC(=O)[*])NC(=O)CO[*],3.52e-05,-4.453457336521869,1
9629,CCCC(OC(=O)*)C(=O)N(CC)CCN*,CCCC(OC(=O)[*])C(=O)N(CC)CCN[*],4.04e-05,-4.393618634889395,0
9630,CC(C)(F)C(=O)NCC(CN*)OC(=O)*,CC(C)(F)C(=O)NCC(CN[*])OC(=O)[*],5.45e-05,-4.2636034977233574,3
9633,CC(N*)C(C)C(=O)N(C)CCNC(=O)*,CC(N[*])C(C)C(=O)N(C)CCNC(=O)[*],5.35e-05,-4.2716462179787715,3
9636,CN(CCCNC(=O)*)C(=O)CCCN*,CN(CCCNC(=O)[*])C(=O)CCCN[*],5.02e-05,-4.29929628285498,3
9637,CC(C)(C)C(OC(=O)*)C(=O)NCCO*,CC(C)(C)C(OC(=O)[*])C(=O)NCCO[*],3.51e-05,-4.454692883534176,3
9642,CCCN(CCOC(=O)*)CC(CC#N)O*,CCCN(CCOC(=O)[*])CC(CC#N)O[*],4.9e-05,-4.309803919971486,0
9643,CCCC(CNCC(=O)CCO*)OC(=O)*,CCCC(CNCC(=O)CCO[*])OC(=O)[*],5.46e-05,-4.262807357295263,0
9644,CSC(C)C(=O)NC(CO*)COC(=O)*,CSC(C)C(=O)NC(CO[*])COC(=O)[*],3.9e-05,-4.4089353929735005,3
9645,CCCOC(=O)NC(CO*)COC(=O)*,CCCOC(=O)NC(CO[*])COC(=O)[*],4.08e-05,-4.38933983691012,3
9646,CN(CCNC(=O)*)C(=O)C(C)(C)N*,CN(CCNC(=O)[*])C(=O)C(C)(C)N[*],3.67e-05,-4.435333935747911,0
9647,CC(N*)C(=O)NCC(NC(=O)*)C(C)C,CC(N[*])C(=O)NCC(NC(=O)[*])C(C)C,3.96e-05,-4.402304814074488,1
9648,CC(CCCOC(=O)*)NC(=O)C(C)O*,CC(CCCOC(=O)[*])NC(=O)C(C)O[*],5.27e-05,-4.278189384787454,3
9650,CC(C)(C)C(COC(=O)*)NC(=O)CCN*,CC(C)(C)C(COC(=O)[*])NC(=O)CCN[*],4.59e-05,-4.338187314462739,0
9651,CC(CNC(=O)C(C)(O*)C(C)C)OC(=O)*,CC(CNC(=O)C(C)(O[*])C(C)C)OC(=O)[*],2.98e-05,-4.525783735923745,2
9652,CC(C)C(CNCCCO*)OC(=O)*,CC(C)C(CNCCCO[*])OC(=O)[*],6.42e-05,-4.192464971931146,3
9653,CC(C)(CNC(=O)*)C(=O)NCCCCO*,CC(C)(CNC(=O)[*])C(=O)NCCCCO[*],7.04e-05,-4.152427340857888,3
9654,CC(C)OCCCNC(CN*)CNC(=O)*,CC(C)OCCCNC(CN[*])CNC(=O)[*],8.96e-05,-4.047691990337875,2
9655,CC(C)C(OC(=O)*)C(=O)NCCCCN*,CC(C)C(OC(=O)[*])C(=O)NCCCCN[*],6.45e-05,-4.1904402853647325,1
9656,CC(CCCC#N)NCC(CNC(=O)*)O*,CC(CCCC#N)NCC(CNC(=O)[*])O[*],6.16e-05,-4.210419287835575,3
9657,CCC(COC(=O)*)N(C)CC(COC)O*,CCC(COC(=O)[*])N(C)CC(COC)O[*],8.96e-05,-4.047691990337875,3
9658,N=C(NC(=O)CCO*)SCCNC(=O)*,N=C(NC(=O)CCO[*])SCCNC(=O)[*],6.87e-05,-4.16304326294045,3
9659,CCCCN(CCCOC(=O)*)C(=O)CO*,CCCCN(CCCOC(=O)[*])C(=O)CO[*],6.03e-05,-4.219682687859849,1
9661,CCN(CCNC(=O)*)C(=O)COCCN*,CCN(CCNC(=O)[*])C(=O)COCCN[*],7.05e-05,-4.151810883008602,0
9663,CC(C)(C)C(CC(=O)NCCNC(=O)*)N*,CC(C)(C)C(CC(=O)NCCNC(=O)[*])N[*],6.07e-05,-4.2168113089247425,2
9665,CC(C)(OC(=O)*)C(=O)NCCCCO*,CC(C)(OC(=O)[*])C(=O)NCCCCO[*],7.37e-05,-4.132532512140949,1
9667,CC(C)OCCCNCC(CO*)OC(=O)*,CC(C)OCCCNCC(CO[*])OC(=O)[*],6.81e-05,-4.166852888087215,2
9668,CC(OC(=O)*)C(=O)NC(C)(C)CCO*,CC(OC(=O)[*])C(=O)NC(C)(C)CCO[*],4.11e-05,-4.386158178123931,0
9669,CN(CC(COC(=O)*)O*)C(=O)CCCF,CN(CC(COC(=O)[*])O[*])C(=O)CCCF,2.57e-05,-4.590066876668706,2
9671,CCN(CCN*)C(=O)C(C)(C)CNC(=O)*,CCN(CCN[*])C(=O)C(C)(C)CNC(=O)[*],6.32e-05,-4.199282921717615,0
9676,CCN(CCO*)C(=O)C(C)(C)COC(=O)*,CCN(CCO[*])C(=O)C(C)(C)COC(=O)[*],4.99e-05,-4.30189945437661,1
9677,CCN(C(=O)CO*)C(C)COC(=O)*,CCN(C(=O)CO[*])C(C)COC(=O)[*],2.27e-05,-4.6439741428068775,2
9680,C[Si](C)(C)CNCC(COC(=O)*)O*,C[Si](C)(C)CNCC(COC(=O)[*])O[*],2.36e-05,-4.627087997029894,1
9681,CCC(N*)C(=O)NC(C)CNC(=O)*,CCC(N[*])C(=O)NC(C)CNC(=O)[*],5.9e-05,-4.229147988357856,2
9683,CC(=CCCC(C)CCO*)COC(=O)*,CC(=CCCC(C)CCO[*])COC(=O)[*],5.58e-05,-4.253365801062421,2
9684,CCC(C)CNC(CN*)CNC(=O)*,CCC(C)CNC(CN[*])CNC(=O)[*],8.9e-05,-4.050609993355088,1
9686,CC(CCOC(=O)*)NC(=O)C(O*)C(C)C,CC(CCOC(=O)[*])NC(=O)C(O[*])C(C)C,5.13e-05,-4.289882634888183,1
9690,CCN(CC(O*)C(C)OC(=O)*)C(C)C,CCN(CC(O[*])C(C)OC(=O)[*])C(C)C,2.93e-05,-4.533132379645891,2
9692,CC(C)CNC(=O)C(OC(=O)*)C(C)(C)O*,CC(C)CNC(=O)C(OC(=O)[*])C(C)(C)O[*],2.26e-05,-4.645891560852599,0
9693,CC(CNC(=O)C(N*)C(C)(C)C)NC(=O)*,CC(CNC(=O)C(N[*])C(C)(C)C)NC(=O)[*],7.6e-05,-4.119186407719209,3
9694,CC(CNC(=O)N(C)CC(C)NC(=O)*)N*,CC(CNC(=O)N(C)CC(C)NC(=O)[*])N[*],4.05e-05,-4.392544976785332,1
9697,COCCN(CCO*)CC(C)(C)NC(=O)*,COCCN(CCO[*])CC(C)(C)NC(=O)[*],7.7e-05,-4.113509274827518,3
9698,CN(CC(C)(C)CNC(=O)*)C(=O)CN*,CN(CC(C)(C)CNC(=O)[*])C(=O)CN[*],3.55e-05,-4.449771646944906,3
9699,CC(C)(CCNC(=O)CCN*)NC(=O)*,CC(C)(CCNC(=O)CCN[*])NC(=O)[*],5.7e-05,-4.2441251443275085,2
9700,CC(NC(=O)*)C(=O)NC(CO*)C(C)(C)C,CC(NC(=O)[*])C(=O)NC(CO[*])C(C)(C)C,3.89e-05,-4.410050398674293,3
9701,CCC(C)(C#CCO*)OC(=O)*,CCC(C)(C#CCO[*])OC(=O)[*],5.03e-05,-4.298432014944073,1
9703,CCC(CCOC(=O)*)CNC(=O)C(C)O*,CCC(CCOC(=O)[*])CNC(=O)C(C)O[*],4.63e-05,-4.334419008982047,1
9704,CCC(CNC(=O)C(C)C(C)N*)NC(=O)*,CCC(CNC(=O)C(C)C(C)N[*])NC(=O)[*],3.9e-05,-4.4089353929735005,2
9706,CC(C)(OC(=O)*)C(N*)C(=O)NCC(F)F,CC(C)(OC(=O)[*])C(N[*])C(=O)NCC(F)F,3.37e-05,-4.4723700991286615,0
9712,CC(CN*)CNC(=O)C(C)C(C)NC(=O)*,CC(CN[*])CNC(=O)C(C)C(C)NC(=O)[*],5.81e-05,-4.235823867609669,0
9713,COCC(COC(=O)*)NC(C)CCO*,COCC(COC(=O)[*])NC(C)CCO[*],0.000122,-3.9136401693252516,2
9716,CC(C)(CC(=O)NCCCO*)OC(=O)*,CC(C)(CC(=O)NCCCO[*])OC(=O)[*],6.66e-05,-4.176525770829699,2
9717,CN(CCN*)C(=O)C(C)(C)CNC(=O)*,CN(CCN[*])C(=O)C(C)(C)CNC(=O)[*],2.72e-05,-4.565431095965802,1
9718,CC(CC(C)NC(=O)C(C)CN*)NC(=O)*,CC(CC(C)NC(=O)C(C)CN[*])NC(=O)[*],3.55e-05,-4.449771646944906,0
9721,CC(CO*)NC(C)COC(=O)*,CC(CO[*])NC(C)COC(=O)[*],0.000123,-3.910094888560602,2
9723,CCCNC(=O)N(C)CC(CO*)OC(=O)*,CCCNC(=O)N(C)CC(CO[*])OC(=O)[*],5.6e-05,-4.251811972993799,1
9724,COCCCCCNC(CN*)CNC(=O)*,COCCCCCNC(CN[*])CNC(=O)[*],0.000151,-3.8210230527068307,2
9725,CC(CNC(=O)C(OC(=O)*)C(C)(C)C)O*,CC(CNC(=O)C(OC(=O)[*])C(C)(C)C)O[*],5.4e-05,-4.267606240177032,0
9728,CC(CC(=O)NCC(NC(=O)*)C(C)C)N*,CC(CC(=O)NCC(NC(=O)[*])C(C)C)N[*],3.08e-05,-4.511449283499556,3
9729,CC(CNC(=O)*)(CC(=O)O)O*,CC(CNC(=O)[*])(CC(=O)O)O[*],6.71e-05,-4.1732774798310075,1
9731,CCC(CC)(CNC(=O)CO*)OC(=O)*,CCC(CC)(CNC(=O)CO[*])OC(=O)[*],3.44e-05,-4.46344155742847,0
9735,CC(CCCOC(=O)*)CNC(=O)C(C)N*,CC(CCCOC(=O)[*])CNC(=O)C(C)N[*],2.75e-05,-4.560667306169737,2
9736,CCC(C)(OC(=O)*)C(=O)NC(C)CO*,CCC(C)(OC(=O)[*])C(=O)NC(C)CO[*],5.48e-05,-4.261219441515631,3
9738,CN(C)CC(C)(C)NCC(CO*)OC(=O)*,CN(C)CC(C)(C)NCC(CO[*])OC(=O)[*],9.79e-05,-4.009217308196862,0
9740,CC(OC(=O)*)C(=O)NCC(C)(O*)C(C)C,CC(OC(=O)[*])C(=O)NCC(C)(O[*])C(C)C,4.69e-05,-4.328827157284917,1
9742,CC(C)CNC(CN*)CNC(=O)*,CC(C)CNC(CN[*])CNC(=O)[*],6.63e-05,-4.178486471595227,1
9745,CCCCCCC(CC(C)OC(=O)*)O*,CCCCCCC(CC(C)OC(=O)[*])O[*],3.18e-05,-4.497572880015567,1
9747,CCC(CC)(CNC(=O)*)NC(=O)CCN*,CCC(CC)(CNC(=O)[*])NC(=O)CCN[*],5.65e-05,-4.247951552180561,2
9750,CCCN(CC(C)(C)O*)C(=O)COC(=O)*,CCCN(CC(C)(C)O[*])C(=O)COC(=O)[*],3.77e-05,-4.423658649794207,2
9753,CCC(N*)C(NC(=O)*)C(=O)OC,CCC(N[*])C(NC(=O)[*])C(=O)OC,3.09e-05,-4.510041520575165,2
9754,CC(C)(CCO*)COC(=O)*,CC(C)(CCO[*])COC(=O)[*],3.26e-05,-4.486782399932061,1
9755,CC(CN*)CNC(=O)CC(C)(C)NC(=O)*,CC(CN[*])CNC(=O)CC(C)(C)NC(=O)[*],4.21e-05,-4.375717904164332,3
9761,CC(CNCC(C)(C)OCCOC(=O)*)O*,CC(CNCC(C)(C)OCCOC(=O)[*])O[*],0.000152,-3.8181564120552274,1
9764,CC(CNC(=O)*)N(C)CCCN*,CC(CNC(=O)[*])N(C)CCCN[*],7.74e-05,-4.111259039317107,2
9766,CCCC(O*)C(=O)N(C)CCCOC(=O)*,CCCC(O[*])C(=O)N(C)CCCOC(=O)[*],4.09e-05,-4.388276691992658,3
9768,CCC(N*)C(=O)NCC(F)(F)CNC(=O)*,CCC(N[*])C(=O)NCC(F)(F)CNC(=O)[*],4.96e-05,-4.304518323509803,2
9777,CCC(CO*)SCCC(C)(C)OC(=O)*,CCC(CO[*])SCCC(C)(C)OC(=O)[*],3.52e-05,-4.453457336521869,3
9779,C=C(C)CCN(CCOC(=O)*)CC(C)O*,C=C(C)CCN(CCOC(=O)[*])CC(C)O[*],5.28e-05,-4.277366077466188,3
9780,COCC(C)(C)NCC(OC(=O)*)C(C)O*,COCC(C)(C)NCC(OC(=O)[*])C(C)O[*],3.93e-05,-4.405607449624573,2
9781,CCCCOC(=O)C(CN*)NC(=O)*,CCCCOC(=O)C(CN[*])NC(=O)[*],3.69e-05,-4.432973633840939,1
9799,COCC(CN(C)CC(C)(C)NC(=O)*)O*,COCC(CN(C)CC(C)(C)NC(=O)[*])O[*],6.81e-05,-4.166852888087215,0
9806,CCCN(CC)CC(O*)C(C)OC(=O)*,CCCN(CC)CC(O[*])C(C)OC(=O)[*],5.12e-05,-4.29073003902417,2
9811,CCCCC(CN*)NC(=O)CCNC(=O)*,CCCCC(CN[*])NC(=O)CCNC(=O)[*],3.36e-05,-4.473660722610156,1
9812,CCC(CC)C(CCO*)NC(=O)*,CCC(CC)C(CCO[*])NC(=O)[*],2.51e-05,-4.600326278518962,2
9817,CC(C)N(C)C(=O)C(CCCNC(=O)*)N*,CC(C)N(C)C(=O)C(CCCNC(=O)[*])N[*],9.22e-05,-4.035269078946371,2
9826,C=CCCCC(N*)C(=O)N(C)CCNC(=O)*,C=CCCCC(N[*])C(=O)N(C)CCNC(=O)[*],3.53e-05,-4.452225294612178,3
9828,CC(C)(CCNC(=O)CCCNC(=O)*)N*,CC(C)(CCNC(=O)CCCNC(=O)[*])N[*],3.94e-05,-4.404503778174426,2
9837,CC(CC(C)(C)NC(=O)*)N*,CC(CC(C)(C)NC(=O)[*])N[*],4.1e-05,-4.3872161432802645,0
9838,C=CCCC(C)N(CCNC(=O)*)CCO*,C=CCCC(C)N(CCNC(=O)[*])CCO[*],9.88e-05,-4.005243055412372,1
9858,CC(CCCC#N)NCC(CO*)OC(=O)*,CC(CCCC#N)NCC(CO[*])OC(=O)[*],0.000102,-3.9913998282380825,2
10522,C#CCCCNC(=O)C(CCCN*)NC(=O)*,C#CCCCNC(=O)C(CCCN[*])NC(=O)[*],9.11e-05,-4.040481623027002,0
13123,NC(=O)C(COC(=O)*)NC(=O)CO*,NC(=O)C(COC(=O)[*])NC(=O)CO[*],6.88e-05,-4.162411561764489,0
13148,CC(C)(CC(N)=O)NCC(COC(=O)*)O*,CC(C)(CC(N)=O)NCC(COC(=O)[*])O[*],7.4e-05,-4.130768280269024,3
13189,COC(=O)CN(CCNC(=O)*)CCO*,COC(=O)CN(CCNC(=O)[*])CCO[*],0.000153,-3.815308569182401,0
13222,NC(=O)CCNC(=O)C(CN*)OC(=O)*,NC(=O)CCNC(=O)C(CN[*])OC(=O)[*],8.88e-05,-4.051587034221399,3
13234,CC(CNC(=O)*)NC(=O)C(C)N*,CC(CNC(=O)[*])NC(=O)C(C)N[*],4.65e-05,-4.3325470471100465,0
13239,COC(=O)C(NC(=O)CO*)C(C)OC(=O)*,COC(=O)C(NC(=O)CO[*])C(C)OC(=O)[*],3.83e-05,-4.416801226031377,1
13242,CN(CCNC(=O)CO*)C(=O)COC(=O)*,CN(CCNC(=O)CO[*])C(=O)COC(=O)[*],5.31e-05,-4.274905478918531,2
13258,COC(C)(CNCC(CO*)OC(=O)*)OC,COC(C)(CNCC(CO[*])OC(=O)[*])OC,6.61e-05,-4.17979854051436,2
13262,C#CC(C)NCC(CO*)OC(=O)*,C#CC(C)NCC(CO[*])OC(=O)[*],3.8e-05,-4.42021640338319,1
13263,CC#CCNC(CO*)COC(=O)*,CC#CCNC(CO[*])COC(=O)[*],5.22e-05,-4.282329496997738,0
13269,CCN(C)C(=O)CNC(CO*)COC(=O)*,CCN(C)C(=O)CNC(CO[*])COC(=O)[*],9.03e-05,-4.044312249686494,1
13270,COCC(CNC(=O)COC(=O)*)O*,COCC(CNC(=O)COC(=O)[*])O[*],0.000127,-3.896196279044043,3
13278,COC(CNC(=O)*)C(=O)NC(C)C(C)N*,COC(CNC(=O)[*])C(=O)NC(C)C(C)N[*],3.62e-05,-4.441291429466834,2
13280,COC(CN*)C(=O)N(C)C(C)CNC(=O)*,COC(CN[*])C(=O)N(C)C(C)CNC(=O)[*],4.4e-05,-4.356547323513813,1
13281,CC(C)(C)C(CCN*)OC(=O)*,CC(C)(C)C(CCN[*])OC(=O)[*],4.19e-05,-4.377785977033705,0
13291,CNC(=O)CN(C)C(=O)C(CN*)OC(=O)*,CNC(=O)CN(C)C(=O)C(CN[*])OC(=O)[*],5.31e-05,-4.274905478918531,2
13292,CON=CC(=O)NC(CO*)COC(=O)*,CON=CC(=O)NC(CO[*])COC(=O)[*],5.48e-05,-4.261219441515631,1
13298,CS(=O)(=O)CCNC(CO*)COC(=O)*,CS(=O)(=O)CCNC(CO[*])COC(=O)[*],9.23e-05,-4.034798298974088,0
13304,COCC(NC(=O)*)C(=O)NCCCO*,COCC(NC(=O)[*])C(=O)NCCCO[*],5.77e-05,-4.238824186844268,3
13305,CC(C)(OC(=O)*)C(=O)NCCN*,CC(C)(OC(=O)[*])C(=O)NCCN[*],9.8e-05,-4.008773924307505,3
13310,CC(OC(=O)*)C(CO*)NS(N)(=O)=O,CC(OC(=O)[*])C(CO[*])NS(N)(=O)=O,2.02e-05,-4.694648630553377,2
13311,CCOCCNC(CN*)CNC(=O)*,CCOCCNC(CN[*])CNC(=O)[*],0.0001,-4.0,2
13315,CNC(C)C(=O)NCC(COC(=O)*)O*,CNC(C)C(=O)NCC(COC(=O)[*])O[*],7.14e-05,-4.146301788223826,1
13316,CSC(COC(=O)*)C(C)N*,CSC(COC(=O)[*])C(C)N[*],3.31e-05,-4.480172006224281,3
13318,COC(C)CNC(=O)CC(CN*)OC(=O)*,COC(C)CNC(=O)CC(CN[*])OC(=O)[*],8.2e-05,-4.086186147616283,2
13319,CNCCCN(C)CC(CN*)OC(=O)*,CNCCCN(C)CC(CN[*])OC(=O)[*],6.6e-05,-4.180456064458132,3
13321,CC(C)CC(CN*)OC(=O)*,CC(C)CC(CN[*])OC(=O)[*],3.5e-05,-4.455931955649724,2
13327,CC(NC(=O)CC(CNC(=O)*)O*)C(N)=O,CC(NC(=O)CC(CNC(=O)[*])O[*])C(N)=O,7.25e-05,-4.139661993429006,1
13330,CNC(C(=O)N(C)CCO*)C(C)OC(=O)*,CNC(C(=O)N(C)CCO[*])C(C)OC(=O)[*],6.14e-05,-4.211831628858833,2
13331,CCCNC(=O)C(CO*)NC(=O)*,CCCNC(=O)C(CO[*])NC(=O)[*],5.14e-05,-4.289036881004725,2
13334,CC(C)(O*)C(C)(C)OC(=O)*,CC(C)(O[*])C(C)(C)OC(=O)[*],2.18e-05,-4.661543506395395,3
13340,CC(=O)NCCNCC(COC(=O)*)O*,CC(=O)NCCNCC(COC(=O)[*])O[*],9.78e-05,-4.009661145212399,2
13342,CC(C)OCC(=O)NCC(CO*)OC(=O)*,CC(C)OCC(=O)NCC(CO[*])OC(=O)[*],0.000137,-3.8632794328435933,3
13343,CC(COC(=O)*)(NCCCO*)C(=O)O,CC(COC(=O)[*])(NCCCO[*])C(=O)O,3.19e-05,-4.496209316942819,1
13345,CC(CN(CCO*)C(C)C)OC(=O)*,CC(CN(CCO[*])C(C)C)OC(=O)[*],5.59e-05,-4.252588192113577,1
13346,CCC(CNC(CO*)C(=O)OC)OC(=O)*,CCC(CNC(CO[*])C(=O)OC)OC(=O)[*],6.54e-05,-4.184422251675732,1
13350,CCC(NCC(CO*)OC(=O)*)C(N)=O,CCC(NCC(CO[*])OC(=O)[*])C(N)=O,5.98e-05,-4.22329881601159,1
13352,CCC(CNCC(C)(C)CO*)OC(=O)*,CCC(CNCC(C)(C)CO[*])OC(=O)[*],4.2e-05,-4.376750709602099,1
13353,CCC(CNCC(O*)C(N)=O)OC(=O)*,CCC(CNCC(O[*])C(N)=O)OC(=O)[*],4.82e-05,-4.31695296176115,3
13365,CCC(=O)C(=O)NCC(CO*)OC(=O)*,CCC(=O)C(=O)NCC(CO[*])OC(=O)[*],2.6e-05,-4.585026652029182,2
13366,CCC(C)C(CO*)NCC(C)OC(=O)*,CCC(C)C(CO[*])NCC(C)OC(=O)[*],4.42e-05,-4.354577730650909,3
13367,NC(=O)CNC(=O)C(CCCNC(=O)*)N*,NC(=O)CNC(=O)C(CCCNC(=O)[*])N[*],0.000124,-3.906578314837765,0
13368,CC(N(C)CC(CO*)OC(=O)*)C(C)(C)C,CC(N(C)CC(CO[*])OC(=O)[*])C(C)(C)C,2.89e-05,-4.539102157243452,2
13369,CC(C)NC(=O)CNCC(COC(=O)*)O*,CC(C)NC(=O)CNCC(COC(=O)[*])O[*],8.29e-05,-4.081445469449727,1
13372,COCCCNC(CN*)CNC(=O)*,COCCCNC(CN[*])CNC(=O)[*],0.000114,-3.9430951486635273,1
13373,CC(C)(CNC(=O)CCCCOC(=O)*)O*,CC(C)(CNC(=O)CCCCOC(=O)[*])O[*],8.82e-05,-4.054531414868181,1
13374,CC(CCNC(=O)CNC(=O)*)N*,CC(CCNC(=O)CNC(=O)[*])N[*],5.5e-05,-4.259637310505756,1
13376,CCCCN(CC)CC(COC(=O)*)O*,CCCCN(CC)CC(COC(=O)[*])O[*],2.86e-05,-4.543633966870957,3
13377,COC(=O)C(CNC(C)CO*)OC(=O)*,COC(=O)C(CNC(C)CO[*])OC(=O)[*],6.51e-05,-4.186419011431808,0
13378,CNC(=O)CN(CCCO*)CCOC(=O)*,CNC(=O)CN(CCCO[*])CCOC(=O)[*],7.82e-05,-4.106793246940152,3
13379,CCCC(CC(=O)NC(C)COC(=O)*)O*,CCCC(CC(=O)NC(C)COC(=O)[*])O[*],4.25e-05,-4.371611069949688,1
13380,CCCC(CCO*)CNC(=O)*,CCCC(CCO[*])CNC(=O)[*],3.16e-05,-4.5003129173815966,3
13381,COCC(=O)N(C)CC(COC(=O)*)O*,COCC(=O)N(C)CC(COC(=O)[*])O[*],5.15e-05,-4.288192770958809,3
13383,CCC(CC)(CCOC(=O)*)NCCO*,CCC(CC)(CCOC(=O)[*])NCCO[*],4.03e-05,-4.394694953858891,0
13384,CC(C)(OC(=O)*)C(=O)NCCO*,CC(C)(OC(=O)[*])C(=O)NCCO[*],5.34e-05,-4.272458742971444,0
13386,CC(CCNC(=O)COCCNC(=O)*)N*,CC(CCNC(=O)COCCNC(=O)[*])N[*],8e-05,-4.096910013008056,2
13387,CC(CNCC(CN(C)C)O*)OC(=O)*,CC(CNCC(CN(C)C)O[*])OC(=O)[*],6.1e-05,-4.214670164989233,0
13390,CC(CNC(C(=O)O)C(C)OC(=O)*)O*,CC(CNC(C(=O)O)C(C)OC(=O)[*])O[*],6.37e-05,-4.195860567664649,3
13393,CSCC(CN(C)C(C)CO*)OC(=O)*,CSCC(CN(C)C(C)CO[*])OC(=O)[*],8.98e-05,-4.0467236633326955,2
13394,CC(C)(CNCC(C)(C)OC(=O)*)O*,CC(C)(CNCC(C)(C)OC(=O)[*])O[*],5.02e-05,-4.29929628285498,3
13395,CNC(=O)CNC(=O)C(CO*)NC(=O)*,CNC(=O)CNC(=O)C(CO[*])NC(=O)[*],3.51e-05,-4.454692883534176,0
13396,CC(C)C(C)(O*)C(=O)OCCCOC(=O)*,CC(C)C(C)(O[*])C(=O)OCCCOC(=O)[*],2.68e-05,-4.5718652059712115,1
13397,CN(CCCCCO*)CC(C)(C)NC(=O)*,CN(CCCCCO[*])CC(C)(C)NC(=O)[*],6.92e-05,-4.1598939055432425,2
13398,CC(CC(C)OC(=O)*)NCC(C)O*,CC(CC(C)OC(=O)[*])NCC(C)O[*],5.81e-05,-4.235823867609669,1
13400,C#CCC(NC(=O)*)C(=O)N(C)CCO*,C#CCC(NC(=O)[*])C(=O)N(C)CCO[*],2.87e-05,-4.542118103266008,3
13402,CC(C)C(N*)C(NC(=O)*)C(C)C,CC(C)C(N[*])C(NC(=O)[*])C(C)C,3.45e-05,-4.462180904926726,0
13405,CCC(CNCC(CC(C)C)OC(=O)*)O*,CCC(CNCC(CC(C)C)OC(=O)[*])O[*],4.11e-05,-4.386158178123931,1
13407,CC(CC(C)(C)NC(=O)*)O*,CC(CC(C)(C)NC(=O)[*])O[*],2.77e-05,-4.557520230935552,1
13408,CCC(CCO*)CNC(C)CCOC(=O)*,CCC(CCO[*])CNC(C)CCOC(=O)[*],8.1e-05,-4.0915149811213505,2
13411,CC(CCNS(=O)(=O)CCNC(=O)*)O*,CC(CCNS(=O)(=O)CCNC(=O)[*])O[*],4.88e-05,-4.311580177997289,3
13412,CC(C)(CCCOC(=O)*)CN*,CC(C)(CCCOC(=O)[*])CN[*],3.33e-05,-4.47755576649368,2
13414,CCCCCCCC(CO*)OC(=O)*,CCCCCCCC(CO[*])OC(=O)[*],3.15e-05,-4.501689446210399,1
13415,CC(CN(C)CC(OC(=O)*)C(C)C)N*,CC(CN(C)CC(OC(=O)[*])C(C)C)N[*],3.97e-05,-4.401209493236885,1
13417,N#CCCCCNC(=O)CC(CNC(=O)*)O*,N#CCCCCNC(=O)CC(CNC(=O)[*])O[*],7.54e-05,-4.122628654130226,0
13420,CCNC(=O)C(NC(=O)*)C(C)O*,CCNC(=O)C(NC(=O)[*])C(C)O[*],4.7e-05,-4.327902142064283,0
13421,CC(C)(CCC(=O)NCCCOC(=O)*)N*,CC(C)(CCC(=O)NCCCOC(=O)[*])N[*],9.07e-05,-4.042392712939905,3
13423,CC(N*)C(C)NC(=O)COCCNC(=O)*,CC(N[*])C(C)NC(=O)COCCNC(=O)[*],5.88e-05,-4.230622673923862,0
13427,CCC(CN(C)C(CC)COC(=O)*)O*,CCC(CN(C)C(CC)COC(=O)[*])O[*],4.62e-05,-4.335358024443875,0
13428,CC(C)(C)C(CNC(=O)*)O*,CC(C)(C)C(CNC(=O)[*])O[*],3.57e-05,-4.447331783887807,1
13429,CC(CN(C)C)NCC(CO*)OC(=O)*,CC(CN(C)C)NCC(CO[*])OC(=O)[*],0.000101,-3.9956786262173574,0
13430,CCC(CC)(CN(C)CCO*)OC(=O)*,CCC(CC)(CN(C)CCO[*])OC(=O)[*],5.33e-05,-4.273272790973428,2
13431,CCCCCCNC(=O)C(CO*)NC(=O)*,CCCCCCNC(=O)C(CO[*])NC(=O)[*],4e-05,-4.3979400086720375,1
13432,CC(NC(=O)C(CNC(=O)*)O*)C(N)=O,CC(NC(=O)C(CNC(=O)[*])O[*])C(N)=O,7.49e-05,-4.125518182300533,2
13436,CC(CCO*)NC(=O)COCCNC(=O)*,CC(CCO[*])NC(=O)COCCNC(=O)[*],9.49e-05,-4.022733787572707,0
13438,CCC(C)CC(COC(=O)*)NCC(C)O*,CCC(C)CC(COC(=O)[*])NCC(C)O[*],7.3e-05,-4.136677139879544,3
13439,NC(=O)CCNC(CO*)COC(=O)*,NC(=O)CCNC(CO[*])COC(=O)[*],0.000109,-3.962573502059376,0
13440,CC(CCCN(C)CC(C)OC(=O)*)O*,CC(CCCN(C)CC(C)OC(=O)[*])O[*],8.23e-05,-4.08460016478773,0
13443,C#CC(C)(CCCC(C)(C)O*)OC(=O)*,C#CC(C)(CCCC(C)(C)O[*])OC(=O)[*],4.18e-05,-4.3788237182249645,3
