stage,source_mdp,parameter,value
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,fourierspacing,0.14
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,pbc,xyz
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,constraints,h-bonds
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,constraint-algorithm,lincs
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,lincs_iter,3
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,lincs_order,8
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,lincs-warnangle,30
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,tcoupl,nose-hoover
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,tc-grps,System
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,tau-t,5.00
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,nstxout-compressed,500
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,nstvout,0
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,nstenergy,10000
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,gen-vel,no
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,nsteps,200000
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,ref-t,353.0
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,pcoupl,Parrinello-Rahman
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,tau-p,100.0
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,ref-p,2026.50
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,compressibility,4.5e-5
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,nstpcouple,50
generated:npt05_p2k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt05_p2k.mdp,refcoord_scaling,com
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,integrator,md
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,dt,0.001000
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,cutoff-scheme,Verlet
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nstlist,20
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,coulombtype,PME
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,rcoulomb,1.0
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,vdwtype,Cut-off
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,rvdw,1.0
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,DispCorr,EnerPres
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,fourierspacing,0.14
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,pbc,xyz
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,constraints,h-bonds
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,constraint-algorithm,lincs
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,lincs_iter,3
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,lincs_order,8
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,lincs-warnangle,30
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,tcoupl,nose-hoover
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,tc-grps,System
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,tau-t,5.00
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nstxout-compressed,500
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nstvout,0
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nstenergy,10000
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,gen-vel,no
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nsteps,300000
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,ref-t,353.0
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,pcoupl,Parrinello-Rahman
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,tau-p,100.0
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,ref-p,4053.00
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,compressibility,4.5e-5
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,nstpcouple,50
generated:npt06_p4k,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt06_p4k.mdp,refcoord_scaling,com
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,integrator,md
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,dt,0.001000
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,cutoff-scheme,Verlet
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nstlist,20
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,coulombtype,PME
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,rcoulomb,1.0
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,vdwtype,Cut-off
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,rvdw,1.0
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,DispCorr,EnerPres
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,fourierspacing,0.14
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,pbc,xyz
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,constraints,h-bonds
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,constraint-algorithm,lincs
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,lincs_iter,3
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,lincs_order,8
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,lincs-warnangle,30
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,tcoupl,nose-hoover
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,tc-grps,System
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,tau-t,5.00
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nstxout-compressed,500
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nstvout,0
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nstenergy,10000
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,gen-vel,no
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nsteps,400000
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,ref-t,353.0
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,pcoupl,Parrinello-Rahman
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,tau-p,100.0
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,ref-p,4053.00
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,compressibility,4.5e-5
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,nstpcouple,50
generated:npt07_p4k_hold,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt07_p4k_hold.mdp,refcoord_scaling,com
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,integrator,md
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,dt,0.001000
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,cutoff-scheme,Verlet
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,nstlist,20
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,coulombtype,PME
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,rcoulomb,1.0
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,vdwtype,Cut-off
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,rvdw,1.0
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,DispCorr,EnerPres
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,fourierspacing,0.14
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,pbc,xyz
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,constraints,h-bonds
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,constraint-algorithm,lincs
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,lincs_iter,3
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,lincs_order,8
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,lincs-warnangle,30
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,tcoupl,nose-hoover
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,tc-grps,System
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,tau-t,5.00
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,nstxout-compressed,500
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,nstvout,0
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,nstenergy,10000
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,gen-vel,no
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,nsteps,200000
generated:npt08_p2k_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt08_p2k_down.mdp,ref-t,353.0
