model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,8,627,-4.1028884030824235,-4.114759521482605,0.15352921844454556,0.1195277908220341,-4.145251039478157,-4.045180662652459
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,9,626,-3.9192706069787318,-3.917400235748105,0.23057267515602656,0.130486127703211,-4.044725714886746,-3.1366164295849366
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,0,627,-4.544452925934332,-4.498380160416224,0.21225302082449485,0.16392611203043336,-4.946211106521367,-4.462437244759338
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,1,627,-4.425748488322108,-4.418463272865141,0.18413558094528348,0.14872786241771446,-4.462408595230318,-4.39633541736793
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,2,627,-4.372092775320781,-4.38382080332742,0.1869662340395891,0.14133459766682857,-4.396258185391466,-4.348784417281186
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,3,627,-4.327465104931146,-4.338519695666486,0.16758365826413626,0.13120279301288368,-4.34877705729809,-4.306622945609402
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,4,627,-4.286450640222248,-4.307175606783708,0.17398224725175082,0.13337163592063134,-4.30660683807045,-4.267434228132773
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,5,627,-4.24529197111073,-4.278762040687607,0.17188384844246218,0.1312019777576197,-4.267311830711034,-4.222702011670684
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,6,627,-4.198244764869097,-4.240130971168131,0.16845480401407342,0.13325549756291438,-4.222693967201388,-4.1722812938897205
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,7,629,-4.141756845333473,-4.1824212982356626,0.16694667496017043,0.13005815097004655,-4.1721684409336435,-4.109420401938987
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,8,625,-4.065606855212001,-4.108631641221165,0.1581517261865263,0.12654915121965263,-4.109395160107942,-4.008875404613482
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,9,627,-3.8752226447645994,-3.9273365525376907,0.2382283643634106,0.13844747855797737,-4.008743836120823,-2.9488010531219775
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,0,627,-4.544324172151217,-4.497966617958197,0.21230666486651853,0.16384203099768868,-4.946336738109046,-4.462420441271705
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,1,627,-4.425683580709479,-4.420811415208231,0.1854680692533241,0.14947909899925768,-4.462293617777016,-4.396441265107311
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,2,627,-4.372043943689548,-4.381907256178004,0.18547349647491018,0.14066712500005332,-4.396338289725017,-4.348895007105977
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,3,627,-4.327431468953198,-4.338426585560479,0.1673992176391117,0.13098788244084375,-4.348862373195464,-4.306632300239665
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,4,627,-4.286447575990896,-4.307762319746181,0.17401613373186825,0.13350072944544822,-4.306614924653214,-4.267376517081627
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,5,627,-4.245291504669774,-4.278247385095497,0.17184303307131749,0.13108900697194517,-4.267302758387623,-4.222766347782224
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,6,627,-4.198279450809757,-4.240282684303915,0.16834068907395378,0.1330740820523727,-4.222749381329422,-4.172392082511994
